Title,Publisher,Link,DiscountPCT,OriginalPrice,DiscountPrice,Discount_Endtime,Rating,Rating_count,Genre,ReleaseDate
"The Manga Works (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)","KAIROSOFT CO.,LTD",https://store.playstation.com/en-hk/product/JP5361-CUSA18845_00-KAIRO00000020000,50%,HK$120.00,HK$60.00,21/2/2024 03:59 PM UTC,4.28,32,"Simulation, Casual, Educational",7/7/2021
The Final Station: The Only Traitor (English/Chinese/Korean/Japanese Ver.),tinyBuild GAMES,https://store.playstation.com/en-hk/product/UP0097-CUSA06151_00-THEONLYTRAITOR00,75%,HK$38.00,HK$9.50,21/2/2024 03:59 PM UTC,4.76,17,"Action, Shooter, Action",25/10/2023
"Them's Fightin' Herds PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",RIPPLES ASIA VENTURE PTE LTD,https://store.playstation.com/en-hk/product/UP4735-PPSA06722_00-TFH0000000000000,,,HK$238.00,,4.44,153,Action,17/10/2022
This War of Mine: Final Cut (English),11 Bit Studios S.A.,https://store.playstation.com/en-hk/product/UP4361-PPSA05103_00-TWOMFINALCUT0001,65%,HK$148.00,HK$51.80,21/2/2024 03:59 PM UTC,4.34,857,Adventure,19/9/2023
"Tinykin (Simplified Chinese, English, Japanese)",tinyBuild GAMES,https://store.playstation.com/en-hk/product/UP0097-PPSA05406_00-7938456161372045,60%,HK$198.00,HK$79.20,21/2/2024 03:59 PM UTC,4.79,1.4k,"Adventure, Arcade, Family",30/8/2022
"Tortuga - A Pirate's Tale (Simplified Chinese, English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-PPSA06765_00-000000000TORTUGA,20%,HK$214.00,HK$171.20,21/2/2024 03:59 PM UTC,3.42,69,"Strategy, Strategy, Simulation",28/2/2023
"Totally Reliable Delivery Service (English, Korean, Japanese)",tinyBuild LLC,https://store.playstation.com/en-hk/product/EP0096-CUSA18560_00-TOTALLYRELIABLE0,75%,HK$108.00,HK$27.00,21/2/2024 03:59 PM UTC,3.99,2.9k,"Action, Adventure, Party",25/8/2021
Totally Reliable Delivery Service - Cyberfunk (English/Chinese/Korean Ver.),tinyBuild LLC,https://store.playstation.com/en-hk/product/EP0096-CUSA18560_00-TRDSCYBERFUNK000,75%,HK$38.00,HK$9.50,21/2/2024 03:59 PM UTC,4.06,323,"Simulation, Adventure, Party",25/8/2021
"Totally Reliable Delivery Service Deluxe Edition (English, Korean, Japanese)",tinyBuild LLC,https://store.playstation.com/en-hk/product/EP0096-CUSA18560_00-TRDSDELUXEBYNDLE,75%,HK$198.00,HK$49.50,21/2/2024 03:59 PM UTC,3.99,2.9k,"Simulation, Adventure, Party",25/8/2021
Totally Reliable Delivery Service - Dress Code (English/Chinese/Korean Ver.),tinyBuild LLC,https://store.playstation.com/en-hk/product/EP0096-CUSA18560_00-TRDSDRESSCODE000,75%,HK$18.00,HK$4.50,21/2/2024 03:59 PM UTC,4.01,224,"Simulation, Adventure, Party",25/8/2021
Totally Reliable Delivery Service Express Package (Add-On),tinyBuild LLC,https://store.playstation.com/en-hk/product/EP0096-CUSA18560_00-TRDSDLCBUNDLE000,75%,HK$78.00,HK$19.50,21/2/2024 03:59 PM UTC,4.23,164,"Simulation, Adventure, Party",25/8/2021
Totally Reliable Delivery Service - Stunt Sets (English/Chinese/Korean/Japanese Ver.),tinyBuild LLC,https://store.playstation.com/en-hk/product/EP0096-CUSA18560_00-TRDSSTUNTSET0000,75%,HK$38.00,HK$9.50,21/2/2024 03:59 PM UTC,4.2,233,"Simulation, Adventure, Party",25/8/2021
Transcripted (English/Korean Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1309-CUSA06247_00-ASIA000000000000,85%,HK$62.00,HK$9.30,21/2/2024 03:59 PM UTC,3.33,66,"Action, Puzzle",12/9/2017
"Tropical Resort Story (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","KAIROSOFT CO.,LTD",https://store.playstation.com/en-hk/product/JP5361-CUSA34712_00-KAIRO00000171000,30%,HK$90.00,HK$63.00,21/2/2024 03:59 PM UTC,5.0,10,"Simulation, Family, Strategy",2/8/2023
Type:Rider (English/Korean Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1309-CUSA04026_00-ASIA000000000000,70%,HK$62.00,HK$18.60,21/2/2024 03:59 PM UTC,3.81,3.4k,"Arcade, Adventure, Unique",13/7/2016
"UNSIGHTED (Simplified Chinese, English, Korean, Japanese)",Humble Games,https://store.playstation.com/en-hk/product/UP3864-CUSA29757_00-UNSIGHTED000000A,50%,HK$148.00,HK$74.00,21/2/2024 03:59 PM UTC,4.69,133,"Action, Shooter",29/9/2021
"Vengeful Guardian: Moonrider (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/HP5035-PPSA09581_00-8025737789564595,35%,HK$124.00,HK$80.60,21/2/2024 03:59 PM UTC,4.68,75,"Action, Shooter",12/1/2023
Venture Towns (English/Chinese/Korean/Japanese Ver.),"KAIROSOFT CO.,LTD",https://store.playstation.com/en-hk/product/JP5361-CUSA18864_00-KAIRO00000061000,50%,HK$120.00,HK$60.00,21/2/2024 03:59 PM UTC,4.13,30,"Simulation, Casual, Strategy",7/7/2021
"Vernal Edge (Simplified Chinese, English, Japanese, Traditional Chinese)",Plug In Digital,https://store.playstation.com/en-hk/product/HP1436-PPSA14230_00-VERNALSIEASIAPS5,30%,HK$148.00,HK$103.60,21/2/2024 03:59 PM UTC,4.19,36,Action,14/3/2023
"Victor Vran: Overkill Edition (Simplified Chinese, English, Korean)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP1195-CUSA06253_00-ASIA000000000000,85%,HK$310.00,HK$46.50,21/2/2024 03:59 PM UTC,4.41,1.2k,Action,6/6/2017
"Vikings - Wolves of Midgard (English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA05032_00-ASIA000000000000,65%,HK$208.00,HK$72.80,21/2/2024 03:59 PM UTC,3.89,1.7k,"Action, Role Playing Games",26/3/2017
"Void Bastards (Simplified Chinese, English, Korean, Japanese)",Humble Games,https://store.playstation.com/en-hk/product/UP3864-CUSA16252_00-0000000000000000,70%,HK$148.00,HK$44.40,21/2/2024 03:59 PM UTC,4.55,423,"Arcade, Strategy",3/2/2023
Wasteland™ 2: Director's Cut (Game),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP2028-CUSA02431_00-ASIA000000000000,85%,HK$208.00,HK$31.20,21/2/2024 03:59 PM UTC,4.23,4k,Role Playing Games,13/10/2015
"We Were Here Expeditions: The FriendShip (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",TMG STUDIOS B.V.,https://store.playstation.com/en-hk/product/EP4697-PPSA14313_00-0894432012665778,25%,HK$18.00,HK$13.50,21/2/2024 03:59 PM UTC,4.27,3.1k,"Adventure, Puzzle",14/9/2023
West of Dead (English),Raw Fury AB,https://store.playstation.com/en-hk/product/EP2187-CUSA16142_00-WESTOFDEAD000000,70%,HK$148.00,HK$44.40,21/2/2024 03:59 PM UTC,3.93,729,Action,28/8/2020
"Wildfire (Simplified Chinese, English, Korean, Japanese)",Humble Games,https://store.playstation.com/en-hk/product/UP3864-CUSA23232_00-WILDFIRE0000000A,60%,HK$108.00,HK$43.20,21/2/2024 03:59 PM UTC,4.57,53,"Adventure, Strategy",3/12/2020
Winter Sports Games (English),Joindots GmbH,https://store.playstation.com/en-hk/product/EP1629-CUSA16020_00-WINTERSPORTSGAME,33%,HK$198.00,HK$132.66,21/2/2024 03:59 PM UTC,2.61,28,"Arcade, Family, Sport",21/12/2023
Winter Sports Games - 4K Edition (English),Joindots GmbH,https://store.playstation.com/en-hk/product/EP1629-PPSA02605_00-WINTERSPORTPS5EU,33%,HK$238.00,HK$159.46,21/2/2024 03:59 PM UTC,2.61,28,Sport,21/12/2021
"Wizard of Legend (Simplified Chinese, English, Korean, Japanese)",Humble Games,https://store.playstation.com/en-hk/product/UP3864-CUSA10927_00-ASIA000000000000,70%,HK$80.00,HK$24.00,21/2/2024 03:59 PM UTC,4.47,1.5k,Action,21/6/2018
"WONDER BOY RETURNS REMIX (English, Japanese)","CFK Co., Ltd.",https://store.playstation.com/en-hk/product/EP0287-CUSA16765_00-ASIA000000000000,60%,HK$90.00,HK$36.00,21/2/2024 03:59 PM UTC,4.26,210,Action,9/8/2019
Year of the Spider (English/Chinese/Japanese Ver.),tinyBuild LLC,https://store.playstation.com/en-hk/product/EP0096-CUSA24061_00-3871992878595147,75%,HK$78.00,HK$19.50,21/2/2024 03:59 PM UTC,3.83,106,"Action, Action, Simulation",7/7/2022
Yonder: The Cloud Catcher Chronicles (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/HP5035-CUSA10978_00-YONDERCCCKR00000,80%,HK$195.00,HK$39.00,21/2/2024 03:59 PM UTC,4.46,1k,"Action, Adventure",17/1/2018
"Young Souls (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/HP5035-CUSA29074_00-5537293641820542,50%,HK$198.00,HK$99.00,21/2/2024 03:59 PM UTC,4.32,75,Fighting,22/4/2022
"A Juggler's Tale (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP3037-PPSA04766_00-0533325792176675,80%,HK$126.00,HK$25.20,21/2/2024 03:59 PM UTC,4.48,200,Adventure,29/9/2021
"Afterimage PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",RIPPLES ASIA VENTURE PTE LTD,https://store.playstation.com/en-hk/product/UP4735-PPSA14052_00-AFTERIMAGEBASE00,,,HK$198.00,,4.4,461,Adventure,24/4/2023
"AK-xolotl (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",PlayStack Limited,https://store.playstation.com/en-hk/product/UP3639-PPSA15961_00-0305768140863711,30%,HK$108.00,HK$75.60,21/2/2024 03:59 PM UTC,3.72,167,"Shooter, Action",14/9/2023
"Alex Kidd in Miracle World DX (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1260-PPSA02663_00-0ALEXKIDDDXUSPS5,75%,HK$140.00,HK$35.00,21/2/2024 03:59 PM UTC,3.94,862,Action,23/6/2021
American Fugitive (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4395-CUSA13964_00-ASIA000000000000,85%,HK$119.00,HK$17.85,21/2/2024 03:59 PM UTC,4.13,1k,"Action, Adventure, Driving/Racing",31/3/2020
Anarcute (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/JP1561-CUSA09566_00-ASIAANARCUTEANAR,80%,HK$109.00,HK$21.80,21/2/2024 03:59 PM UTC,4.0,56,Arcade,19/2/2018
"Anima: Gate of Memories (English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP1160-CUSA04501_00-ASIA000000000000,85%,HK$195.00,HK$29.25,21/2/2024 03:59 PM UTC,4.01,924,Action,6/6/2016
"Arcade Paradise PS4™ & PS5™ (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4382-PPSA03663_00-ARCADEPARADISEP5,40%,HK$133.00,HK$79.80,21/2/2024 03:59 PM UTC,4.66,211,"Simulation, Arcade",11/8/2022
"Arcade Paradise | High Score Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4382-PPSA03663_00-0951695931532820,50%,HK$251.00,HK$125.50,21/2/2024 03:59 PM UTC,4.66,211,"Simulation, Arcade",8/6/2023
"Arcade Paradise Digital Deluxe PS4™ & PS5™ (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4382-PPSA03663_00-ARCADEPARADISEDD,50%,HK$178.00,HK$89.00,21/2/2024 03:59 PM UTC,4.66,211,"Simulation, Arcade",11/8/2022
"Ary and the Secret of Seasons (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",RIPPLES ASIA VENTURE PTE LTD,https://store.playstation.com/en-hk/product/UP4735-CUSA14328_00-ARYBASEGAME00000,,,HK$238.00,,3.71,123,"Action, Puzzle",31/8/2020
"Asterix ＆ Obelix XXL 2 (Simplified Chinese, English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4295-CUSA13367_00-ASIARIXXXL2EUR00,85%,HK$249.00,HK$37.35,21/2/2024 03:59 PM UTC,4.19,400,Action,29/11/2018
"Astral Ascent PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP6245-PPSA03609_00-0167758544406367,20%,HK$178.00,HK$142.40,21/2/2024 03:59 PM UTC,4.84,203,Action,14/11/2023
"Autonauts PS4 & PS5 (Simplified Chinese, English, Korean, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4395-PPSA03448_00-AUTONAUTSPS5US00,80%,HK$139.00,HK$27.80,21/2/2024 03:59 PM UTC,3.62,87,Strategy,16/6/2022
"AVICII Invector (Simplified Chinese, English, Korean, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4382-CUSA18271_00-AVICIIINVECTOR00,80%,HK$119.00,HK$23.80,21/2/2024 03:59 PM UTC,4.58,803,"Music/Rhythm, Action, Music/Rhythm",22/7/2020
"AVICII Invector: Encore Edition (Simplified Chinese, English, Korean, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4382-CUSA18271_00-ENCOREEDITION000,80%,HK$159.00,HK$31.80,21/2/2024 03:59 PM UTC,4.58,803,Unique,8/9/2020
"Azure Reflections (Simplified Chinese, English, Japanese, Traditional Chinese)",Phoenixx Inc.,https://store.playstation.com/en-hk/product/EP8260-CUSA20029_00-MAIHANA000000000,50%,HK$198.00,HK$99.00,21/2/2024 03:59 PM UTC,4.62,47,Shooter,21/2/2021
Birthdays the Beginning (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/HP5035-CUSA07438_00-BDYASIA000000000,80%,HK$310.00,HK$62.00,21/2/2024 03:59 PM UTC,4.04,584,"Simulation, Strategy, Simulator",6/4/2017
BLAZBLUE CENTRALFICTION (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/HP5035-CUSA04409_00-BBCFPS4000001000,85%,HK$465.00,HK$69.75,21/2/2024 03:59 PM UTC,4.62,4.3k,"Arcade, Arcade, Fighting",5/10/2016
BlazBlue: Chronophantasma Extend (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/HP5035-CUSA02452_00-BBCPPS4000001000,85%,HK$388.00,HK$58.20,21/2/2024 03:59 PM UTC,4.54,4.2k,"Fighting, Fighting",24/6/2015
Blazing Chrome (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP5358-CUSA14656_00-ASIA000000000000,70%,HK$107.00,HK$32.10,21/2/2024 03:59 PM UTC,4.56,514,Action,11/7/2019
Bloodstained: Iga's Back Pack (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4040-CUSA07953_00-ASIA000000000004,50%,HK$79.00,HK$39.50,21/2/2024 03:59 PM UTC,3.33,319,Action,13/8/2019
"Bloodstained: Ritual of the Night (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4040-CUSA07953_00-ASIA000000000002,70%,HK$310.00,HK$93.00,21/2/2024 03:59 PM UTC,4.69,9.3k,"Action, Action",18/6/2019
"Blue Fire (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4780-CUSA19549_00-BLUEFIREPS400001,60%,HK$133.00,HK$53.20,21/2/2024 03:59 PM UTC,4.26,171,Unique,17/3/2022
"Boiling Bolt (English, Korean)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP1302-CUSA07333_00-ASIA000000000000,85%,HK$87.00,HK$13.05,21/2/2024 03:59 PM UTC,3.44,57,Shooter,5/12/2017
Bomber Crew (English/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4395-CUSA10423_00-ASIA000000000000,85%,HK$99.00,HK$14.85,21/2/2024 03:59 PM UTC,4.49,1k,Simulation,14/5/2020
Bomber Crew Season Pass (English Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4395-CUSA10423_00-BOMBERCREWSEASON,75%,HK$74.00,HK$18.50,21/2/2024 03:59 PM UTC,4.13,23,Strategy,28/6/2021
Bomber Crew: American Edition (Game),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4395-CUSA10423_00-BOMBERCREWAMEDUS,80%,HK$140.00,HK$28.00,21/2/2024 03:59 PM UTC,4.49,1k,"Simulation, Strategy, Simulation",28/6/2021
Bomber Crew Deluxe Edition (Game),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4395-CUSA10423_00-BOMBERCREWDELUXE,85%,HK$178.00,HK$26.70,21/2/2024 03:59 PM UTC,4.49,1k,"Simulation, Strategy, Simulation",28/6/2021
"Bramble: The Mountain King (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 INTERACTIVE CO., LTD.",https://store.playstation.com/en-hk/product/UP1260-PPSA09425_00-0863551605945340,50%,HK$214.00,HK$107.00,21/2/2024 03:59 PM UTC,4.62,563,Adventure,27/4/2023
"Buildings Have Feelings Too! (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1260-CUSA15426_00-BHFT000000000001,85%,HK$134.00,HK$20.10,21/2/2024 03:59 PM UTC,2.87,23,Unique,23/4/2021
Bullet Girls Phantasia (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/HP5035-CUSA11435_00-ASIAPLACEHOLDER0,70%,HK$196.00,HK$58.80,21/2/2024 03:59 PM UTC,4.42,1.1k,Shooter,8/8/2018
"Cake Bash (Simplified Chinese, English, Korean, Japanese)",COATSINK SOFTWARE LTD,https://store.playstation.com/en-hk/product/EP8936-CUSA20132_00-CAKEBASH00000001,60%,HK$148.00,HK$59.20,21/2/2024 03:59 PM UTC,4.28,170,"Action, Party",19/11/2020
"Caladrius Blaze (English, Korean)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP1287-CUSA03698_00-ASIA000000000000,85%,HK$157.00,HK$23.55,21/2/2024 03:59 PM UTC,4.49,1.8k,Shooter,9/8/2016
Chronicles of Teddy: Harmony of Exidus (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/HP5035-CUSA06066_00-FT20000000000001,85%,HK$116.00,HK$17.40,21/2/2024 03:59 PM UTC,4.02,1.1k,"Adventure, Action, Adventure",12/10/2016
"The Ascent: Cyber Edition PS4 & PS5 (Simplified Chinese, English, Korean, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4395-PPSA02593_00-THEASCENTCYBERED,50%,HK$322.00,HK$161.00,21/2/2024 03:59 PM UTC,3.93,2.4k,"Shooter, Action, Role Playing Games",19/8/2022
The Ascent: Cyber Heist PS4 & PS5 (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4395-PPSA02593_00-THEASCENTEXTRAUS,50%,HK$70.00,HK$35.00,21/2/2024 03:59 PM UTC,0.0,No,"Shooter, Action, Role Playing Games",19/8/2022
Darkest Dungeon®: Ancestral Edition (English),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP2483-CUSA05967_00-RHSDDPS4000000AE,75%,HK$301.00,HK$75.25,21/2/2024 03:59 PM UTC,4.69,10k,"Role Playing Games, Strategy, Role Playing Games",20/4/2021
Darkest Dungeon® (Chinese (Simplified)) (English),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP2483-CUSA05967_00-RHSDDPS4BND00001,80%,HK$178.00,HK$35.60,21/2/2024 03:59 PM UTC,4.69,10k,"Role Playing Games, Strategy, Role Playing Games",20/4/2021
"Deliver Us The Moon PS4 & PS5 (Simplified Chinese, English, Korean, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4382-PPSA04137_00-DUTMPS5000000000,75%,HK$139.00,HK$34.75,21/2/2024 03:59 PM UTC,4.22,2.5k,"Adventure, Adventure",24/6/2022
Dex (English Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1340-CUSA04587_00-ASIA000000000000,85%,HK$139.00,HK$20.85,21/2/2024 03:59 PM UTC,4.33,872,"Action, Adventure, Role Playing Games",30/11/2017
Disciples: Liberation - Paths to Madness (English/Chinese/Korean Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-PPSA02651_00-0000000000DLDLC1,35%,HK$97.00,HK$63.05,21/2/2024 03:59 PM UTC,0.0,No,"Role Playing Games, Strategy",25/3/2022
"Disciples: Liberation Digital Deluxe Edition PS4 & PS5 (Simplified Chinese, English, Korean)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-PPSA02651_00-0DISCIPLESLIBDDE,50%,HK$448.00,HK$224.00,21/2/2024 03:59 PM UTC,4.19,309,Strategy,29/10/2021
"Disciples: Liberation PS4 & PS5 (Simplified Chinese, English, Korean)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-PPSA02651_00-000000DISCIPLES4,50%,HK$368.00,HK$184.00,21/2/2024 03:59 PM UTC,4.19,309,Strategy,29/10/2021
"Dungeon Rushers (Simplified Chinese, English, Korean, Japanese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP1302-CUSA07618_00-ASIA000000000000,85%,HK$99.00,HK$14.85,21/2/2024 03:59 PM UTC,2.88,179,Strategy,27/5/2018
"Elypse (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 INTERACTIVE CO., LTD.",https://store.playstation.com/en-hk/product/EP1302-PPSA14012_00-0990443520728722,25%,HK$133.00,HK$99.75,21/2/2024 03:59 PM UTC,3.54,24,"Action, Shooter",24/7/2023
